age,mx_m,qx_m,lx_m,dx_m,ex_m,mx_f,qx_f,lx_f,dx_f,ex_f,year_start,year_end
53,0.008407,0.008372,91122.8,762.9,21.92,0.00504,0.005027,94297.4,474.1,26.86,1982,1984
54,0.009544,0.009499,90359.9,858.3,21.1,0.005606,0.00559,93823.3,524.5,25.99,1982,1984
55,0.010635,0.010579,89501.6,946.9,20.3,0.006202,0.006183,93298.8,576.9,25.13,1982,1984
56,0.01191,0.011839,88554.8,1048.4,19.51,0.006848,0.006825,92721.9,632.8,24.29,1982,1984
57,0.013509,0.013418,87506.4,1174.2,18.73,0.007515,0.007487,92089.1,689.5,23.45,1982,1984
58,0.014934,0.014823,86332.2,1279.7,17.98,0.008289,0.008255,91399.7,754.5,22.62,1982,1984
59,0.016623,0.016486,85052.4,1402.2,17.25,0.009127,0.009086,90645.1,823.6,21.81,1982,1984
60,0.018383,0.018216,83650.3,1523.7,16.53,0.010129,0.010078,89821.6,905.3,21.0,1982,1984
61,0.01996,0.019763,82126.5,1623.0,15.82,0.010876,0.010817,88916.3,961.8,20.21,1982,1984
62,0.022096,0.021854,80503.5,1759.3,15.13,0.011771,0.011702,87954.5,1029.3,19.43,1982,1984
63,0.024694,0.024393,78744.1,1920.8,14.46,0.012997,0.012913,86925.3,1122.4,18.65,1982,1984
64,0.026909,0.026552,76823.4,2039.8,13.81,0.014218,0.014117,85802.8,1211.3,17.89,1982,1984
65,0.029925,0.029484,74783.6,2204.9,13.17,0.015669,0.015547,84591.5,1315.1,17.14,1982,1984
66,0.032676,0.03215,72578.6,2333.4,12.56,0.017126,0.016981,83276.4,1414.1,16.4,1982,1984
67,0.035708,0.035081,70245.2,2464.3,11.96,0.018821,0.018646,81862.3,1526.4,15.67,1982,1984
68,0.039534,0.038767,67780.9,2627.7,11.37,0.020365,0.02016,80335.9,1619.6,14.96,1982,1984
69,0.04269,0.041798,65153.2,2723.3,10.81,0.022186,0.021942,78716.3,1727.2,14.26,1982,1984
70,0.04707,0.045988,62430.0,2871.0,10.26,0.025177,0.024864,76989.1,1914.3,13.57,1982,1984
71,0.051376,0.050089,59558.9,2983.3,9.73,0.02699,0.026631,75074.8,1999.3,12.9,1982,1984
72,0.057259,0.055666,56575.7,3149.3,9.22,0.030217,0.029768,73075.5,2175.3,12.24,1982,1984
73,0.063185,0.06125,53426.3,3272.4,8.73,0.033523,0.03297,70900.2,2337.6,11.6,1982,1984
74,0.06956,0.067222,50154.0,3371.5,8.27,0.037018,0.036345,68562.6,2491.9,10.98,1982,1984
75,0.075393,0.072655,46782.5,3399.0,7.83,0.041331,0.040494,66070.7,2675.5,10.38,1982,1984
76,0.081853,0.078635,43383.6,3411.5,7.41,0.045819,0.044793,63395.2,2839.6,9.79,1982,1984
77,0.089952,0.086081,39972.1,3440.8,6.99,0.050398,0.04916,60555.5,2976.9,9.23,1982,1984
78,0.098498,0.093874,36531.3,3429.4,6.61,0.0564,0.054854,57578.7,3158.4,8.68,1982,1984
79,0.106881,0.101459,33101.9,3358.5,6.24,0.062863,0.060947,54420.3,3316.7,8.15,1982,1984
80,0.117705,0.111163,29743.5,3306.4,5.89,0.070579,0.068173,51103.5,3483.9,7.65,1982,1984
81,0.126715,0.119165,26437.1,3150.4,5.56,0.077778,0.074866,47619.6,3565.1,7.17,1982,1984
82,0.139433,0.130346,23286.7,3035.3,5.25,0.087594,0.083919,44054.5,3697.0,6.71,1982,1984
83,0.150461,0.139934,20251.4,2833.8,4.96,0.097255,0.092745,40357.5,3743.0,6.28,1982,1984
84,0.163198,0.150886,17417.5,2628.1,4.68,0.108861,0.103241,36614.6,3780.1,5.88,1982,1984
85,0.176143,0.161886,14789.5,2394.2,4.42,0.121762,0.114775,32834.4,3768.6,5.49,1982,1984
86,0.190998,0.174348,12395.3,2161.1,4.18,0.134692,0.126193,29065.9,3667.9,5.14,1982,1984
87,0.204197,0.185281,10234.2,1896.2,3.96,0.147638,0.137489,25397.9,3491.9,4.81,1982,1984
88,0.220796,0.198844,8338.0,1658.0,3.75,0.164483,0.151983,21906.0,3329.4,4.5,1982,1984
89,0.233623,0.209188,6680.0,1397.4,3.55,0.182364,0.167125,18576.7,3104.6,4.22,1982,1984
90,0.244672,0.218003,5282.6,1151.6,3.36,0.19709,0.17941,15472.0,2775.8,3.96,1982,1984
91,0.264112,0.233303,4131.0,963.8,3.16,0.211832,0.191544,12696.2,2431.9,3.72,1982,1984
92,0.288109,0.251831,3167.2,797.6,2.97,0.230237,0.206469,10264.3,2119.3,3.48,1982,1984
93,0.306554,0.265811,2369.6,629.9,2.8,0.25457,0.225825,8145.1,1839.4,3.26,1982,1984
94,0.343787,0.29336,1739.8,510.4,2.63,0.280591,0.246069,6305.7,1551.6,3.06,1982,1984
95,0.359456,0.304694,1229.4,374.6,2.51,0.294142,0.256429,4754.1,1219.1,2.9,1982,1984
96,0.378927,0.31857,854.8,272.3,2.39,0.323503,0.278461,3535.0,984.4,2.73,1982,1984
97,0.398441,0.33225,582.5,193.5,2.28,0.342973,0.292767,2550.6,746.7,2.59,1982,1984
98,0.412371,0.34188,389.0,133.0,2.17,0.365624,0.309114,1803.9,557.6,2.45,1982,1984
99,0.419633,0.346857,256.0,88.8,2.03,0.374383,0.315352,1246.3,393.0,2.32,1982,1984
100,0.5,0.4,167.2,66.9,1.84,0.419198,0.346559,853.3,295.7,2.16,1982,1984
0,0.010909,0.01085,100000.0,1085.0,71.54,0.008597,0.00856,100000.0,856.0,77.39,1983,1985
1,0.000787,0.000787,98915.0,77.8,71.32,0.000702,0.000702,99144.0,69.6,77.06,1983,1985
2,0.000474,0.000474,98837.2,46.9,70.38,0.000384,0.000384,99074.4,38.0,76.11,1983,1985
3,0.000396,0.000396,98790.3,39.1,69.41,0.000276,0.000276,99036.4,27.4,75.14,1983,1985
4,0.000295,0.000295,98751.2,29.1,68.44,0.00024,0.00024,99009.0,23.7,74.16,1983,1985
5,0.000271,0.000271,98722.1,26.7,67.46,0.00021,0.00021,98985.3,20.8,73.18,1983,1985
6,0.00025,0.00025,98695.4,24.7,66.48,0.000212,0.000212,98964.5,20.9,72.2,1983,1985
7,0.000265,0.000265,98670.7,26.1,65.5,0.000173,0.000173,98943.5,17.2,71.21,1983,1985
8,0.00023,0.00023,98644.5,22.7,64.51,0.000164,0.000164,98926.4,16.3,70.22,1983,1985
9,0.000223,0.000223,98621.8,22.0,63.53,0.000191,0.000191,98910.1,18.8,69.23,1983,1985
10,0.000233,0.000233,98599.8,23.0,62.54,0.000161,0.000161,98891.3,15.9,68.25,1983,1985
11,0.000273,0.000273,98576.9,26.9,61.56,0.000158,0.000158,98875.3,15.6,67.26,1983,1985
12,0.000264,0.000264,98550.0,26.0,60.57,0.000194,0.000194,98859.8,19.2,66.27,1983,1985
13,0.000282,0.000282,98524.0,27.8,59.59,0.000191,0.000191,98840.6,18.9,65.28,1983,1985
14,0.000363,0.000363,98496.2,35.7,58.6,0.000198,0.000198,98821.6,19.5,64.29,1983,1985
15,0.000427,0.000427,98460.5,42.0,57.63,0.000242,0.000242,98802.1,23.9,63.31,1983,1985
16,0.000552,0.000552,98418.5,54.3,56.65,0.000277,0.000277,98778.2,27.3,62.32,1983,1985
17,0.000808,0.000808,98364.1,79.5,55.68,0.000347,0.000347,98750.8,34.3,61.34,1983,1985
18,0.000897,0.000897,98284.7,88.2,54.73,0.000301,0.000301,98716.5,29.7,60.36,1983,1985
19,0.000922,0.000921,98196.5,90.5,53.77,0.00031,0.00031,98686.8,30.6,59.38,1983,1985
20,0.000965,0.000964,98106.1,94.6,52.82,0.000319,0.000319,98656.2,31.5,58.4,1983,1985
21,0.000873,0.000873,98011.5,85.5,51.87,0.000318,0.000317,98624.8,31.3,57.41,1983,1985
22,0.000862,0.000862,97925.9,84.4,50.92,0.000309,0.000309,98593.5,30.4,56.43,1983,1985
23,0.000772,0.000771,97841.5,75.5,49.96,0.000308,0.000308,98563.0,30.3,55.45,1983,1985
24,0.000764,0.000764,97766.0,74.7,49.0,0.00032,0.00032,98532.7,31.5,54.47,1983,1985
25,0.000802,0.000802,97691.3,78.4,48.04,0.000369,0.000369,98501.2,36.4,53.48,1983,1985
26,0.000815,0.000814,97613.0,79.5,47.08,0.000397,0.000397,98464.8,39.0,52.5,1983,1985
27,0.000852,0.000852,97533.5,83.1,46.11,0.000392,0.000392,98425.7,38.6,51.52,1983,1985
28,0.000899,0.000898,97450.5,87.5,45.15,0.000448,0.000448,98387.1,44.1,50.54,1983,1985
29,0.000843,0.000842,97362.9,82.0,44.19,0.000455,0.000455,98343.1,44.7,49.57,1983,1985
30,0.000867,0.000867,97280.9,84.3,43.23,0.000485,0.000485,98298.4,47.7,48.59,1983,1985
31,0.000912,0.000912,97196.6,88.6,42.27,0.000527,0.000527,98250.7,51.7,47.61,1983,1985
32,0.001005,0.001004,97108.0,97.5,41.31,0.00057,0.00057,98198.9,56.0,46.64,1983,1985
33,0.001027,0.001026,97010.5,99.6,40.35,0.000628,0.000628,98143.0,61.6,45.66,1983,1985
34,0.001053,0.001052,96910.9,101.9,39.39,0.00066,0.00066,98081.4,64.7,44.69,1983,1985
35,0.001195,0.001194,96809.0,115.6,38.43,0.000772,0.000772,98016.6,75.7,43.72,1983,1985
36,0.001213,0.001212,96693.3,117.2,37.47,0.000787,0.000787,97941.0,77.1,42.75,1983,1985
37,0.001312,0.001312,96576.2,126.7,36.52,0.000844,0.000844,97863.9,82.6,41.79,1983,1985
38,0.001382,0.001381,96449.5,133.2,35.57,0.001023,0.001022,97781.3,99.9,40.82,1983,1985
39,0.001652,0.00165,96316.2,158.9,34.61,0.001153,0.001152,97681.4,112.5,39.86,1983,1985
40,0.001863,0.001861,96157.3,179.0,33.67,0.001172,0.001171,97568.8,114.3,38.91,1983,1985
41,0.00199,0.001988,95978.3,190.8,32.73,0.001297,0.001297,97454.6,126.4,37.95,1983,1985
42,0.002251,0.002249,95787.5,215.4,31.8,0.001508,0.001507,97328.2,146.7,37.0,1983,1985
43,0.002554,0.002551,95572.1,243.8,30.87,0.001715,0.001713,97181.5,166.5,36.06,1983,1985
44,0.002837,0.002833,95328.3,270.0,29.94,0.001864,0.001862,97015.0,180.6,35.12,1983,1985
45,0.003316,0.003311,95058.3,314.7,29.03,0.00212,0.002118,96834.4,205.1,34.18,1983,1985
46,0.003646,0.00364,94743.6,344.8,28.12,0.002233,0.002231,96629.3,215.5,33.26,1983,1985
47,0.003989,0.003981,94398.8,375.8,27.22,0.002602,0.002598,96413.8,250.5,32.33,1983,1985
48,0.004663,0.004652,94023.0,437.4,26.33,0.002864,0.00286,96163.3,275.0,31.41,1983,1985
49,0.005138,0.005124,93585.6,479.6,25.45,0.003254,0.003249,95888.3,311.5,30.5,1983,1985
50,0.005688,0.005672,93106.0,528.1,24.58,0.003557,0.003551,95576.7,339.4,29.6,1983,1985
51,0.006347,0.006327,92577.9,585.8,23.72,0.003815,0.003808,95237.3,362.7,28.7,1983,1985
52,0.0072,0.007174,91992.1,660.0,22.87,0.004498,0.004488,94874.7,425.8,27.81,1983,1985
53,0.008124,0.008091,91332.1,738.9,22.03,0.004859,0.004847,94448.9,457.8,26.93,1983,1985
54,0.00927,0.009227,90593.2,835.9,21.2,0.005451,0.005436,93991.1,511.0,26.06,1983,1985
55,0.01016,0.010109,89757.3,907.3,20.4,0.006049,0.006031,93480.1,563.8,25.2,1983,1985
56,0.011683,0.011615,88849.9,1032.0,19.6,0.006765,0.006743,92916.4,626.5,24.35,1983,1985
57,0.012986,0.012902,87817.9,1133.1,18.82,0.007338,0.007311,92289.9,674.7,23.51,1983,1985
58,0.014681,0.014574,86684.9,1263.3,18.06,0.008275,0.008241,91615.1,755.0,22.68,1983,1985
59,0.016161,0.016031,85421.6,1369.4,17.32,0.009048,0.009007,90860.1,818.4,21.87,1983,1985
60,0.018123,0.01796,84052.1,1509.6,16.6,0.010038,0.009988,90041.7,899.3,21.06,1983,1985
61,0.02001,0.019812,82542.6,1635.3,15.89,0.010772,0.010714,89142.4,955.1,20.27,1983,1985
62,0.022096,0.021854,80907.2,1768.2,15.2,0.012013,0.011941,88187.3,1053.0,19.48,1983,1985
63,0.024306,0.024014,79139.1,1900.4,14.53,0.012858,0.012776,87134.3,1113.3,18.71,1983,1985
64,0.02659,0.026241,77238.6,2026.8,13.88,0.014146,0.014047,86021.0,1208.3,17.95,1983,1985
65,0.029291,0.028868,75211.8,2171.2,13.24,0.015448,0.015329,84812.7,1300.1,17.2,1983,1985
66,0.032366,0.031851,73040.6,2326.4,12.61,0.017211,0.017064,83512.6,1425.0,16.46,1983,1985
67,0.035422,0.034806,70714.2,2461.2,12.01,0.018761,0.018586,82087.5,1525.7,15.73,1983,1985
68,0.039265,0.038509,68253.0,2628.4,11.43,0.02018,0.019978,80561.8,1609.5,15.02,1983,1985
69,0.042204,0.041332,65624.6,2712.4,10.87,0.022274,0.022029,78952.4,1739.2,14.32,1983,1985
70,0.046952,0.045875,62912.2,2886.1,10.31,0.025054,0.024744,77213.1,1910.5,13.63,1983,1985
71,0.051048,0.049777,60026.1,2987.9,9.78,0.026783,0.026429,75302.6,1990.2,12.96,1983,1985
72,0.056546,0.054991,57038.2,3136.6,9.27,0.030271,0.029819,73312.4,2186.1,12.3,1983,1985
73,0.061964,0.060101,53901.6,3239.6,8.78,0.033362,0.032815,71126.3,2334.0,11.66,1983,1985
74,0.068408,0.066145,50662.0,3351.0,8.31,0.036738,0.036075,68792.3,2481.7,11.04,1983,1985
75,0.074742,0.072049,47311.0,3408.7,7.86,0.041102,0.040275,66310.6,2670.6,10.44,1983,1985
76,0.081776,0.078564,43902.3,3449.1,7.44,0.045426,0.044417,63640.0,2826.7,9.85,1983,1985
77,0.08924,0.085428,40453.1,3455.8,7.03,0.049756,0.048548,60813.2,2952.3,9.29,1983,1985
78,0.097274,0.092763,36997.3,3432.0,6.64,0.055406,0.053912,57860.9,3119.4,8.74,1983,1985
79,0.106242,0.100883,33565.3,3386.2,6.26,0.061764,0.059914,54741.5,3279.8,8.2,1983,1985
80,0.116246,0.10986,30179.2,3315.5,5.91,0.069436,0.067106,51461.7,3453.4,7.7,1983,1985
81,0.12526,0.117877,26863.7,3166.6,5.58,0.077108,0.074246,48008.3,3564.4,7.21,1983,1985
82,0.137569,0.128715,23697.1,3050.2,5.26,0.086103,0.082549,44443.9,3668.8,6.75,1983,1985
83,0.150761,0.140193,20646.9,2894.5,4.96,0.096257,0.091837,40775.1,3744.7,6.31,1983,1985
84,0.162633,0.150403,17752.3,2670.0,4.69,0.107524,0.102038,37030.4,3778.5,5.9,1983,1985
85,0.175788,0.161586,15082.3,2437.1,4.43,0.119647,0.112894,33251.9,3753.9,5.52,1983,1985
86,0.1905,0.173933,12645.2,2199.4,4.19,0.133618,0.12525,29498.0,3694.6,5.15,1983,1985
87,0.201518,0.183072,10445.8,1912.3,3.96,0.147926,0.137739,25803.3,3554.1,4.82,1983,1985
88,0.217331,0.196029,8533.5,1672.8,3.74,0.161664,0.149574,22249.2,3327.9,4.51,1983,1985
89,0.232287,0.208116,6860.7,1427.8,3.53,0.178428,0.163813,18921.3,3099.6,4.22,1983,1985
90,0.250284,0.222447,5432.9,1208.5,3.32,0.197724,0.179935,15821.8,2846.9,3.95,1983,1985
91,0.268143,0.236443,4224.3,998.8,3.13,0.212437,0.192039,12974.9,2491.7,3.7,1983,1985
92,0.29241,0.255112,3225.5,822.9,2.95,0.23429,0.209722,10483.2,2198.6,3.46,1983,1985
93,0.310189,0.26854,2402.7,645.2,2.79,0.257232,0.227918,8284.6,1888.2,3.25,1983,1985
94,0.339111,0.289949,1757.4,509.6,2.63,0.277117,0.243392,6396.4,1556.8,3.06,1983,1985
95,0.359513,0.304735,1247.9,380.3,2.49,0.297564,0.259026,4839.6,1253.6,2.88,1983,1985
96,0.381847,0.320631,867.6,278.2,2.37,0.325254,0.279758,3586.0,1003.2,2.72,1983,1985
97,0.40711,0.338256,589.4,199.4,2.25,0.339754,0.290418,2582.8,750.1,2.58,1983,1985
98,0.433581,0.356331,390.0,139.0,2.14,0.362537,0.306905,1832.7,562.5,2.43,1983,1985
99,0.435345,0.357522,251.1,89.8,2.05,0.383886,0.322068,1270.2,409.1,2.28,1983,1985
100,0.508772,0.405594,161.3,65.4,1.92,0.42364,0.34959,861.1,301.0,2.13,1983,1985
0,0.010752,0.010694,100000.0,1069.4,71.73,0.00832,0.008285,100000.0,828.5,77.55,1984,1986
1,0.000764,0.000764,98930.6,75.6,71.5,0.000705,0.000705,99171.5,69.9,77.19,1984,1986
2,0.000465,0.000465,98855.0,46.0,70.55,0.000377,0.000377,99101.6,37.4,76.25,1984,1986
3,0.0004,0.0004,98809.0,39.5,69.59,0.000276,0.000276,99064.2,27.3,75.28,1984,1986
4,0.000277,0.000277,98769.5,27.4,68.61,0.000229,0.000229,99036.8,22.7,74.3,1984,1986
5,0.000256,0.000256,98742.1,25.3,67.63,0.000193,0.000193,99014.1,19.2,73.31,1984,1986
6,0.00022,0.00022,98716.8,21.7,66.65,0.000197,0.000197,98995.0,19.5,72.33,1984,1986
7,0.000256,0.000256,98695.1,25.3,65.66,0.000167,0.000167,98975.5,16.5,71.34,1984,1986
8,0.000217,0.000217,98669.9,21.4,64.68,0.000151,0.000151,98959.0,14.9,70.35,1984,1986
9,0.000195,0.000195,98648.5,19.3,63.7,0.000188,0.000188,98944.0,18.6,69.36,1984,1986
10,0.000229,0.000229,98629.2,22.6,62.71,0.000156,0.000156,98925.5,15.4,68.38,1984,1986
11,0.000256,0.000256,98606.6,25.2,61.72,0.000154,0.000154,98910.1,15.2,67.39,1984,1986
12,0.000241,0.000241,98581.4,23.8,60.74,0.00019,0.00019,98894.8,18.8,66.4,1984,1986
13,0.000268,0.000268,98557.6,26.4,59.75,0.000193,0.000193,98876.0,19.0,65.41,1984,1986
14,0.000346,0.000346,98531.2,34.1,58.77,0.000191,0.000191,98857.0,18.9,64.42,1984,1986
15,0.000419,0.000419,98497.2,41.3,57.79,0.000242,0.000242,98838.1,23.9,63.44,1984,1986
16,0.000532,0.000532,98455.9,52.3,56.81,0.000267,0.000267,98814.2,26.3,62.45,1984,1986
17,0.000802,0.000802,98403.6,78.9,55.84,0.000322,0.000322,98787.8,31.8,61.47,1984,1986
18,0.00091,0.000909,98324.7,89.4,54.89,0.000307,0.000307,98756.0,30.3,60.49,1984,1986
19,0.000907,0.000907,98235.2,89.1,53.94,0.000303,0.000303,98725.6,29.9,59.51,1984,1986
20,0.000931,0.000931,98146.2,91.4,52.98,0.000319,0.000319,98695.8,31.4,58.52,1984,1986
21,0.000879,0.000878,98054.8,86.1,52.03,0.000306,0.000306,98664.3,30.2,57.54,1984,1986
22,0.000871,0.000871,97968.7,85.3,51.08,0.000333,0.000333,98634.1,32.8,56.56,1984,1986
23,0.00082,0.000819,97883.4,80.2,50.12,0.00033,0.00033,98601.3,32.5,55.58,1984,1986
24,0.000783,0.000782,97803.2,76.5,49.16,0.000307,0.000307,98568.8,30.2,54.6,1984,1986
25,0.000777,0.000776,97726.7,75.9,48.2,0.000344,0.000344,98538.6,33.9,53.61,1984,1986
26,0.000816,0.000815,97650.8,79.6,47.24,0.000386,0.000385,98504.7,38.0,52.63,1984,1986
27,0.000828,0.000828,97571.2,80.8,46.28,0.000382,0.000382,98466.7,37.6,51.65,1984,1986
28,0.000906,0.000906,97490.4,88.3,45.31,0.00043,0.00043,98429.1,42.3,50.67,1984,1986
29,0.000834,0.000834,97402.1,81.2,44.36,0.000457,0.000457,98386.8,45.0,49.69,1984,1986
30,0.000867,0.000867,97320.9,84.3,43.39,0.000503,0.000503,98341.9,49.4,48.71,1984,1986
31,0.0009,0.0009,97236.6,87.5,42.43,0.000522,0.000522,98292.4,51.3,47.74,1984,1986
32,0.001009,0.001008,97149.1,98.0,41.47,0.000551,0.00055,98241.1,54.1,46.76,1984,1986
33,0.001031,0.00103,97051.1,100.0,40.51,0.000619,0.000619,98187.1,60.8,45.79,1984,1986
34,0.00108,0.00108,96951.1,104.7,39.55,0.000672,0.000672,98126.3,66.0,44.82,1984,1986
35,0.001137,0.001137,96846.4,110.1,38.59,0.000747,0.000747,98060.3,73.3,43.85,1984,1986
36,0.001234,0.001233,96736.4,119.3,37.63,0.000765,0.000764,97987.0,74.9,42.88,1984,1986
37,0.001356,0.001355,96617.0,130.9,36.68,0.000834,0.000834,97912.1,81.7,41.91,1984,1986
38,0.001391,0.00139,96486.1,134.1,35.73,0.000984,0.000983,97830.5,96.2,40.95,1984,1986
39,0.001563,0.001561,96352.0,150.4,34.78,0.001112,0.001112,97734.3,108.6,39.99,1984,1986
40,0.001883,0.001882,96201.6,181.0,33.83,0.001209,0.001208,97625.6,117.9,39.03,1984,1986
41,0.001951,0.001949,96020.6,187.1,32.9,0.001276,0.001276,97507.7,124.4,38.08,1984,1986
42,0.002153,0.00215,95833.5,206.1,31.96,0.001471,0.00147,97383.3,143.2,37.12,1984,1986
43,0.002493,0.00249,95627.4,238.1,31.03,0.001659,0.001658,97240.2,161.2,36.18,1984,1986
44,0.002793,0.002789,95389.3,266.0,30.1,0.00183,0.001828,97079.0,177.5,35.24,1984,1986
45,0.003297,0.003292,95123.3,313.1,29.19,0.002091,0.002089,96901.5,202.4,34.3,1984,1986
46,0.003613,0.003607,94810.1,341.9,28.28,0.002244,0.002242,96699.1,216.8,33.37,1984,1986
47,0.003903,0.003895,94468.2,368.0,27.38,0.002508,0.002505,96482.3,241.7,32.45,1984,1986
48,0.004481,0.004471,94100.2,420.7,26.49,0.002762,0.002758,96240.6,265.5,31.53,1984,1986
49,0.004957,0.004945,93679.5,463.2,25.6,0.003182,0.003177,95975.2,304.9,30.61,1984,1986
50,0.005577,0.005562,93216.3,518.5,24.73,0.003454,0.003448,95670.3,329.9,29.71,1984,1986
51,0.006314,0.006294,92697.8,583.4,23.86,0.003772,0.003764,95340.4,358.9,28.81,1984,1986
52,0.006988,0.006964,92114.4,641.5,23.01,0.004329,0.004319,94981.5,410.3,27.92,1984,1986
53,0.007951,0.007919,91472.9,724.4,22.17,0.004644,0.004634,94571.2,438.2,27.03,1984,1986
54,0.009002,0.008962,90748.5,813.3,21.34,0.005245,0.005231,94133.0,492.4,26.16,1984,1986
55,0.009835,0.009786,89935.3,880.1,20.53,0.005842,0.005825,93640.6,545.5,25.29,1984,1986
56,0.01128,0.011217,89055.1,998.9,19.73,0.006593,0.006571,93095.1,611.7,24.44,1984,1986
57,0.012519,0.012441,88056.2,1095.5,18.95,0.007104,0.007079,92483.4,654.7,23.6,1984,1986
58,0.014205,0.014105,86960.7,1226.6,18.18,0.008149,0.008116,91828.7,745.3,22.76,1984,1986
59,0.016056,0.015928,85734.2,1365.6,17.43,0.008978,0.008938,91083.5,814.1,21.94,1984,1986
60,0.017876,0.017718,84368.6,1494.8,16.71,0.009865,0.009817,90269.3,886.2,21.14,1984,1986
61,0.019861,0.019665,82873.8,1629.7,16.0,0.010684,0.010627,89383.2,949.9,20.34,1984,1986
62,0.021731,0.021498,81244.0,1746.6,15.31,0.011982,0.01191,88433.3,1053.3,19.55,1984,1986
63,0.024055,0.023769,79497.5,1889.5,14.63,0.012979,0.012896,87380.1,1126.8,18.78,1984,1986
64,0.025916,0.025585,77607.9,1985.6,13.98,0.013883,0.013788,86253.2,1189.2,18.02,1984,1986
65,0.028868,0.028457,75622.3,2152.0,13.33,0.015278,0.015162,85064.0,1289.8,17.27,1984,1986
66,0.031375,0.03089,73470.4,2269.5,12.71,0.016856,0.016716,83774.3,1400.3,16.53,1984,1986
67,0.035116,0.03451,71200.8,2457.1,12.1,0.018796,0.018621,82373.9,1533.9,15.8,1984,1986
68,0.038707,0.037972,68743.7,2610.3,11.51,0.020171,0.019969,80840.0,1614.3,15.09,1984,1986
69,0.041673,0.040823,66133.4,2699.8,10.95,0.02239,0.022142,79225.7,1754.2,14.39,1984,1986
70,0.046183,0.04514,63433.6,2863.4,10.39,0.024651,0.024351,77471.5,1886.5,13.7,1984,1986
71,0.05011,0.048885,60570.2,2961.0,9.86,0.026676,0.026325,75585.0,1989.8,13.03,1984,1986
72,0.055967,0.054443,57609.3,3136.4,9.34,0.030127,0.02968,73595.2,2184.3,12.37,1984,1986
73,0.060855,0.059058,54472.8,3217.0,8.85,0.03303,0.032493,71410.9,2320.4,11.73,1984,1986
74,0.067351,0.065157,51255.8,3339.7,8.37,0.036667,0.036007,69090.6,2487.7,11.11,1984,1986
75,0.073714,0.071094,47916.1,3406.5,7.92,0.040787,0.039972,66602.8,2662.3,10.51,1984,1986
76,0.081491,0.0783,44509.6,3485.1,7.49,0.044581,0.043609,63940.6,2788.4,9.92,1984,1986
77,0.088421,0.084678,41024.5,3473.8,7.08,0.04943,0.048238,61152.2,2949.9,9.35,1984,1986
78,0.096306,0.091881,37550.6,3450.2,6.69,0.054655,0.053201,58202.3,3096.4,8.8,1984,1986
79,0.105077,0.099832,34100.4,3404.3,6.32,0.061457,0.059625,55105.9,3285.7,8.27,1984,1986
80,0.115414,0.109117,30696.1,3349.5,5.96,0.068722,0.066439,51820.3,3442.9,7.76,1984,1986
81,0.123224,0.116072,27346.6,3174.2,5.63,0.07608,0.073292,48377.3,3545.7,7.28,1984,1986
82,0.135698,0.127076,24172.4,3071.7,5.31,0.084895,0.081438,44831.7,3651.0,6.81,1984,1986
83,0.147156,0.13707,21100.7,2892.3,5.01,0.094803,0.090513,41180.7,3727.4,6.37,1984,1986
84,0.159846,0.148016,18208.4,2695.1,4.72,0.105776,0.100463,37453.3,3762.7,5.96,1984,1986
85,0.175103,0.161007,15513.3,2497.7,4.45,0.117653,0.111116,33690.6,3743.6,5.56,1984,1986
86,0.190513,0.173943,13015.6,2264.0,4.21,0.131309,0.123219,29947.1,3690.0,5.2,1984,1986
87,0.198453,0.180539,10751.6,1941.1,4.0,0.145834,0.135923,26257.0,3568.9,4.86,1984,1986
88,0.217529,0.19619,8810.5,1728.5,3.77,0.159859,0.148027,22688.1,3358.5,4.54,1984,1986
89,0.229329,0.205738,7082.0,1457.0,3.56,0.175385,0.161245,19329.6,3116.8,4.25,1984,1986
90,0.246266,0.219267,5624.9,1233.4,3.36,0.196324,0.178775,16212.8,2898.4,3.97,1984,1986
91,0.267714,0.236109,4391.6,1036.9,3.16,0.21035,0.190332,13314.4,2534.1,3.72,1984,1986
92,0.28959,0.252962,3354.7,848.6,2.98,0.231596,0.207561,10780.2,2237.6,3.48,1984,1986
93,0.308418,0.267211,2506.1,669.7,2.82,0.2585,0.228913,8542.7,1955.5,3.26,1984,1986
94,0.334238,0.286378,1836.4,525.9,2.67,0.274856,0.241647,6587.1,1591.8,3.08,1984,1986
95,0.35086,0.298495,1310.5,391.2,2.54,0.298756,0.259929,4995.4,1298.4,2.9,1984,1986
96,0.37627,0.31669,919.3,291.1,2.4,0.324753,0.279387,3696.9,1032.9,2.74,1984,1986
97,0.400558,0.333721,628.2,209.6,2.29,0.335993,0.287666,2664.1,766.4,2.61,1984,1986
98,0.430537,0.354273,418.5,148.3,2.18,0.357104,0.303003,1897.7,575.0,2.46,1984,1986
99,0.445279,0.364195,270.3,98.4,2.1,0.386318,0.323778,1322.7,428.3,2.31,1984,1986
100,0.469671,0.380351,171.8,65.4,2.02,0.421136,0.347883,894.4,311.2,2.18,1984,1986
0,0.010629,0.010573,100000.0,1057.3,71.91,0.008129,0.008096,100000.0,809.6,77.68,1985,1987
1,0.00071,0.00071,98942.7,70.3,71.67,0.000699,0.000699,99190.4,69.3,77.32,1985,1987
2,0.000464,0.000464,98872.4,45.9,70.72,0.000381,0.000381,99121.1,37.8,76.37,1985,1987
3,0.000366,0.000366,98826.6,36.2,69.76,0.000286,0.000286,99083.3,28.3,75.4,1985,1987
